baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1829.9404072342525,-0.001205277843860864,2.4346974791309846e-4,-4.950421373463874,7.405297084680512e-7,1.0612750332971839e-5
35292.28568870586,-0.0011787958481374182,3.0913133762484787e-4,-3.8132525068292105,1.3714986119819954e-4,8.771219544868358e-4
1078.3339022773173,-7.932286177037134e-4,5.155188714617185e-4,-1.5386994766157984,0.12387768017394431,0.22052720730093328
99.05920165304128,1.4510183033951667e-4,5.52932548744497e-4,0.2624222984683912,0.7929958832126455,0.8622846432521883
198.72804392608828,0.0031554358201451057,7.492684304488182e-4,4.211355626253962,2.5384276419265003e-5,2.1408623918204577e-4
152.79585423592673,-3.793428855231589e-5,2.927722241636838e-4,-0.12956928773102291,0.8969072032090997,0.9337214996810953
2317.667902541308,0.0012512634437291652,3.216816956232672e-4,3.889756429270269,1.0034488668013083e-4,6.768372304667283e-4
58.36813029282273,-5.084081114616296e-5,5.464038515418661e-4,-0.093046216644883,0.9258668448791294,0.9538568435291356
81.59747673909737,6.564398082550759e-4,0.0010705799620008838,0.6131628010561756,0.5397686985526153,0.664117176021443
138.82793399954272,-0.0014217021465631754,3.597455730485688e-4,-3.9519656475973735,7.751186963706269e-5,5.517132044658688e-4
749.5342943244259,-5.70922497982359e-4,2.7351028538228527e-4,-2.0873895004876353,0.03685294029279826,0.08496106569370186
394.2342636049131,-3.443608781923188e-4,2.670418374596722e-4,-1.289539053011958,0.1972107485514897,0.31626560947593896
125.09394307055263,-0.0011467465848692925,7.371640832519872e-4,-1.5556191774976864,0.11979867570758371,0.21506803049309975
220.3654368529518,7.098308146333654e-4,2.617326918678799e-4,2.7120449095127976,0.006686953245094967,0.021477028189657067
2664.2562029468168,0.0023475855072078193,4.6659978201943087e-4,5.0312614743357456,4.872630616135064e-7,7.422111684164572e-6
1945.34884763949,1.2683785151331698e-4,3.670295800642055e-4,0.34557937126247124,0.729658851203095,0.8147162705075957
462.52989338964346,2.401922208890028e-4,3.3960776618371653e-4,0.7072636282383095,0.47940266391290987,0.6101441134568497
924.1221592775504,0.0020651648057512613,5.685769841880496e-4,3.632163916554586,2.8105449270125554e-4,0.0015802406800656205
3318.9415800564357,3.831476144101819e-4,3.2344721741819747e-4,1.1845753921413256,0.23618537128861816,0.36316387708059555
237.41087429692388,-0.0017992640290181107,5.435108623061049e-4,-3.3104472307763495,9.31470133590052e-4,0.004235696034164538
470.4633559442468,4.871515350518658e-4,2.7764458880897615e-4,1.7545868159780118,0.07933000819678335,0.15661597946966843
35.14306167385984,-0.0028438845036802577,8.357119128967976e-4,-3.402948384237584,6.66628728852233e-4,0.003227958937767339
169.24691689417304,1.6307031420971e-4,4.086155778342947e-4,0.3990800230231058,0.6898342414750496,0.7849861010300918
1741.5462887881843,2.296919497054177e-4,3.625511886653562e-4,0.6335435019561586,0.5263787822595912,0.6528268122291614
727.4262434381884,-0.002746161323570266,5.733597557624627e-4,-4.789595530503145,1.6711782365694639e-6,2.1179699964652786e-5
159.53999396861903,1.5159178557697084e-4,5.185560746115982e-4,0.29233441280292405,0.7700309497718862,0.8449150902448356
183.87676224363747,0.0014115943664321686,0.0010764723738310603,1.311314995858595,0.18975136408160095,0.3076701578324492
29.529822489220045,-0.0015610895397252854,0.0011638866488958015,-1.341272830310681,0.17983188773270273,0.2949726066727961
97.71563912555385,-7.869566703430504e-4,4.740276796707203e-4,-1.6601491940084676,0.09688444248287992,0.18292419378753444
4586.832919111034,-5.282811866941144e-4,4.523941097830275e-4,-1.1677455016986915,0.24290943688851072,0.3710115107917556
345.64583662858416,-0.005473766188842614,0.0014986930791355813,-3.6523596892832666,2.598415784131052e-4,0.001483742242443659
239.65306330415078,-0.00104082587114828,4.894622759071643e-4,-2.1264680086309498,0.033464310269789285,0.07864917989028464
10559.284999226391,0.0012211344723154609,7.461576251763751e-4,1.6365636845523248,0.10172166882314604,0.18994634017421808
157.92426659344113,0.00102167451824155,3.822600113311083e-4,2.672721414630498,0.007523870420828473,0.023678478642516026
1751.0488000888997,-0.0027890998605411632,4.678553374601672e-4,-5.96145782087743,2.49997452256109e-9,7.828989868543062e-8
1976.6889135541599,-7.225462162976983e-4,1.8003829456967197e-4,-4.01329182785657,5.987781018527636e-5,4.439896070853857e-4
344.6732819965048,-1.5594939166179797e-4,2.5032002837758175e-4,-0.6230000558587526,0.533284485132943,0.6591832580360071
504.18827066198173,4.651990855394983e-4,2.526744347300583e-4,1.8411007272519997,0.06560679913140571,0.1350734995113223
288.52306545271375,0.001316457839405652,3.333317222902539e-4,3.9493926061418345,7.834975316121378e-5,5.563259577885579e-4
607.415096585865,4.202687490440017e-4,2.3625210253003955e-4,1.7788995083781924,0.07525623873791855,0.15022066438442022
173.61086131378985,-0.0042094676322792565,0.0012104881500971333,-3.477495944046603,5.06120707892336e-4,0.002578554132386725
2053.683732590374,1.8022199072737928e-4,2.4310666293007015e-4,0.7413288823730031,0.4584940535592872,0.5912606141512913
988.1760076800999,9.53954073442484e-4,2.4947847663432654e-4,3.8237930835241696,1.3141421233888543e-4,8.460015437939341e-4
314.77920072902714,1.1511385978781344e-4,2.2141112203208214e-4,0.519910015049441,0.6031262947242918,0.7176724172403866
129.84099105215424,0.00613218556000207,0.0013559234024824631,4.522516204658087,6.110880662881291e-6,6.528842879825133e-5
1605.9689928416105,3.957323829183846e-4,2.2867421582920152e-4,1.7305509564487151,0.0835318853600155,0.16282745129289353
21.5489952411876,-9.341307123861885e-4,9.703425373634952e-4,-0.9626814000386942,0.335707433693615,0.4741564150831625
