ENSEMBL.ID,term_main,estimate_main,std.error_main,statistic_main,p.value_main,p.adj_main,symbol,term_int,estimate_int,std.error_int,statistic_int,p.value_int,p.adj_int
ENSMUSG00000060376,chol2,0.03453019556410641,0.029701105673127726,1.1625895663321326,0.24790826125696797,0.24790826125696797,Bckdha,NA,NA,NA,NA,NA,NA
ENSMUSG00000025246,chol2,-0.008228684523505074,0.007081794320999337,-1.1619490979997702,0.24816705702930109,0.24816705702930109,Tbl1x,chol2:sexM,-0.029232738472225527,0.013969568048441856,-2.0926014584599915,0.0390790998110979,0.0390790998110979
ENSMUSG00000018501,chol2,0.0210974168651483,0.018176695918372288,1.1606849209500096,0.24867843991084818,0.24867843991084818,Ncor1,NA,NA,NA,NA,NA,NA
ENSMUSG00000028479,chol2,-0.041013202321125396,0.03537636867586002,-1.1593389558129468,0.24922372996166584,0.24922372996166584,Gne,NA,NA,NA,NA,NA,NA
ENSMUSG00000032594,chol2,-0.008699607430403612,0.007509704882954807,-1.1584486429219865,0.24958488812643248,0.24958488812643248,Ip6k1,NA,NA,NA,NA,NA,NA
ENSMUSG00000024759,chol2,0.0329589916703793,0.028518822076529303,1.1556926012559339,0.2507052394719,0.2507052394719,Atl3,NA,NA,NA,NA,NA,NA
ENSMUSG00000005981,chol2,0.025615151229410774,0.022165949193202424,1.1556081359812063,0.25073963146673534,0.25073963146673534,Trap1,NA,NA,NA,NA,NA,NA
ENSMUSG00000040564,chol2,0.3900443567550069,0.33767427527998206,1.1550905274960679,0.25095046083119354,0.25095046083119354,Apoc1,NA,NA,NA,NA,NA,NA
ENSMUSG00000035540,chol2,0.840860506913043,0.7281038387328591,1.1548634441708447,0.25104299478231756,0.25104299478231756,Gc,NA,NA,NA,NA,NA,NA
ENSMUSG00000030108,chol2,-0.04731619419965188,0.040985702688537906,-1.1544560931215744,0.2512090464512713,0.2512090464512713,Slc6a13,NA,NA,NA,NA,NA,NA
ENSMUSG00000040127,chol2,0.04548406711039388,0.0394004874321228,1.154403665405195,0.251230423621565,0.251230423621565,Sdr9c7,NA,NA,NA,NA,NA,NA
ENSMUSG00000030545,chol2,0.03612930443106335,0.03135704693830056,1.1521909094996376,0.25213384096401614,0.25213384096401614,Pex11a,chol2:sexM,-0.1386506809169634,0.061642244105179336,-2.2492802286754126,0.026829013256961447,0.026829013256961447
ENSMUSG00000079057,chol2,-0.1652269609677236,0.1442063198064771,-1.1457678220306566,0.25476926413910583,0.25476926413910583,Cyp4v3,NA,NA,NA,NA,NA,NA
ENSMUSG00000028552,chol2,-0.010061561185578315,0.008785302030682288,-1.1452720863140216,0.2549734729394427,0.2549734729394427,Eps15,NA,NA,NA,NA,NA,NA
ENSMUSG00000044533,chol2,-0.2262303397795145,0.19755671533054625,-1.1451412289427487,0.255027396401968,0.255027396401968,Rps2,NA,NA,NA,NA,NA,NA
ENSMUSG00000024359,chol2,-0.06934305948012871,0.060626351713275975,-1.1437775409623394,0.2555898218265542,0.2555898218265542,Hspa9,chol2:sexM,-0.34238642636878236,0.1171380944759634,-2.922929794107583,0.004343728768676348,0.004343728768676348
ENSMUSG00000089678,chol2,0.04291777984015225,0.037559463010568256,1.1426622321005042,0.2560504588562943,0.2560504588562943,Agxt2,NA,NA,NA,NA,NA,NA
ENSMUSG00000024132,chol2,-0.033195472544161164,0.029072795982856867,-1.1418053001759887,0.25640478063817335,0.25640478063817335,Eci1,NA,NA,NA,NA,NA,NA
ENSMUSG00000040848,chol2,0.017428099305166613,0.015281213703165297,1.1404918250411364,0.2569485437864333,0.2569485437864333,Sft2d2,NA,NA,NA,NA,NA,NA
ENSMUSG00000031938,chol2,0.08731661803873819,0.07656982692591537,1.1403528196977748,0.25700613789764326,0.25700613789764326,4931406C07Rik,NA,NA,NA,NA,NA,NA
ENSMUSG00000037622,chol2,-0.02771915466644685,0.024307531486032728,-1.140352515119623,0.2570062641035618,0.2570062641035618,Wdtc1,NA,NA,NA,NA,NA,NA
ENSMUSG00000026201,chol2,-0.008855590627379393,0.007773266962913522,-1.1392366516716417,0.2574689300095044,0.2574689300095044,Stk16,chol2:sexM,-0.04759018684130654,0.014898906353462136,-3.1942067231161406,0.0019086731203296502,0.0019086731203296502
ENSMUSG00000000753,chol2,0.09651234593656942,0.08474196217516249,1.138896757394848,0.2576099755517744,0.2576099755517744,Serpinf1,NA,NA,NA,NA,NA,NA
ENSMUSG00000034892,chol2,-0.021690466847673295,0.01904984196706859,-1.1386166292176882,0.2577262609470853,0.2577262609470853,Rps29,chol2:sexM,-0.08387216810760867,0.0374571163142583,-2.239151765019406,0.027504522904929017,0.027504522904929017
ENSMUSG00000020629,chol2,0.029006108568308427,0.02549744325023024,1.1376085156321116,0.2581450500144311,0.2581450500144311,Adi1,NA,NA,NA,NA,NA,NA
ENSMUSG00000024740,chol2,-0.03212622064655178,0.028262088111366202,-1.13672494827555,0.25851249422876893,0.25851249422876893,Ddb1,chol2:sexM,-0.17071781904030067,0.05424747267216411,-3.1470188495601703,0.0022099356649318384,0.0022099356649318384
